time,x,y,z
0.339,0.0188108,-0.515172,0.338395
0.34,0.0706146,-0.0598143,0.189728
0.341,0.0343205,0.418942,0.166909
0.342,-0.0965651,0.481712,0.14196
0.343,-0.287347,0.437241,0.0544612
0.344,-0.484676,-0.135049,-0.273377
0.345,-0.0476796,-0.555724,0.106586
0.346,0.00313181,-0.451577,0.407763
0.347,0.0899098,0.18151,0.114102
0.348,0.00833453,0.228938,0.0736581
0.349,-0.113379,0.368567,0.0687444
0.35,-0.357826,0.298195,-0.0499994
0.351,-0.332975,-0.591229,-0.192413
0.352,0.0198936,-0.39813,0.110116
0.353,0.0450224,-0.23969,0.285405
0.354,0.0670463,0.279784,0.137178
0.355,-0.0404112,0.406406,0.121502
0.356,-0.158102,0.349703,0.0414833
0.357,-0.370762,0.0497813,-0.172993
0.358,-0.234892,-0.742328,-0.0202872
0.359,-0.0973026,-0.788799,0.54968
0.36,0.110328,0.0436585,0.129873
0.361,0.0383363,0.353185,0.141666
0.362,-0.0572839,0.352688,0.084817
0.363,-0.308615,0.508938,0.0982261
0.364,-0.172882,-0.210881,-0.136026
0.365,-0.337133,-1.07932,0.204563
0.366,-0.00177765,-0.490787,0.420582
0.367,0.095626,0.144863,0.142232
0.368,0.0138584,0.256907,0.0878986
0.369,-0.147754,0.514291,0.145661
0.37,-0.406983,0.487809,0.0612505
0.371,-0.151896,-0.367099,-0.108234
0.372,-0.0859173,-0.77801,0.356457
0.373,0.0847105,-0.183533,0.233481
0.374,0.0481011,0.0756318,0.111813
0.375,-0.019272,0.341199,0.0995516
0.376,-0.235783,0.587502,0.17324
0.377,-0.15391,-0.0224493,-0.101657
0.378,-0.259555,-0.729643,-0.0581762
0.379,-0.0827222,-0.771761,0.495484
0.38,0.101642,0.008168,0.110055
0.381,0.0499346,0.379926,0.155466
0.382,-0.041643,0.311673,0.0727511
0.383,-0.33887,0.652589,0.201863
0.384,-0.334578,-0.18136,-0.221281
0.385,-0.346057,-1.04321,0.134041
0.386,0.0392275,-0.420248,0.332145
0.387,0.0936632,0.0901639,0.148623
0.388,0.0224004,0.207228,0.0809847
0.389,-0.149552,0.577226,0.188547
0.39,-0.417523,0.659225,0.19324
0.391,-0.499307,-0.235866,-0.301439
0.392,-0.147352,-0.864021,0.294411
0.393,0.0743145,-0.277519,0.262202
0.394,0.0856923,0.172078,0.136951
0.395,-0.0149857,0.450323,0.158324
0.396,-0.20079,0.622113,0.208168
0.397,-0.164905,0.0678785,-0.0833482
0.398,-0.478407,-0.572357,-0.293965
0.399,0.0254437,-0.372783,0.103243
0.4,0.0223531,-0.275522,0.314047
0.401,0.0503009,0.131268,0.106087
0.402,-0.0726754,0.567552,0.207115
0.403,-0.208469,0.46659,0.0955786
0.404,-0.441324,0.154049,-0.149889
0.405,-0.377792,-0.888725,-0.0710483
0.406,0.0603539,-0.30546,0.134284
0.407,0.0695959,-0.0567272,0.187892
0.408,0.0315722,0.395588,0.15025
0.409,-0.0844738,0.422961,0.111105
0.41,-0.174288,0.226704,-0.0264672
0.411,-0.528876,-0.0994335,-0.278507
0.412,-0.134694,-0.796664,0.206997
0.413,0.0589996,-0.339804,0.295147
0.414,0.0877035,0.125086,0.140987
0.415,-0.0126482,0.515314,0.196808
0.416,-0.173209,0.573497,0.179373
0.417,-0.449361,0.582746,0.125222
0.418,-0.11222,-0.297269,-0.087328
0.419,-0.114625,-0.837838,0.380175
0.42,0.0988578,-0.0912878,0.119975
0.421,0.0656902,0.172172,0.121841
0.422,-0.0399403,0.473546,0.160026
0.423,-0.257783,0.663095,0.226937
0.424,-0.46909,0.345807,-0.0487797
0.425,-0.114896,-0.477238,-0.0389773
0.426,-0.120785,-0.844351,0.572096
0.427,0.111469,0.0242984,0.134658
0.428,0.0444721,0.278251,0.120348
0.429,-0.131748,0.673087,0.265718
0.43,-0.341352,0.642906,0.193488
0.431,-0.20886,-0.207169,-0.158017
0.432,-0.19119,-0.871615,0.187026
0.433,0.0784236,-0.209736,0.118938
0.434,0.10341,0.155224,0.129932
0.435,0.00645717,0.411003,0.148683
0.436,-0.168774,0.609236,0.206866
0.437,-0.360227,0.439709,0.0379555
0.438,-0.124051,-0.286416,-0.0982745
0.439,-0.0887921,-0.7667,0.302965
0.44,0.0762079,-0.23541,0.256028
0.441,0.0532816,0.0596496,0.123294
0.442,-0.02809,0.465555,0.160721
0.443,-0.238451,0.673309,0.239508
0.444,-0.411361,0.326157,-0.0474266
0.445,-0.147907,-0.470989,-0.0756577
0.446,-0.151374,-0.920802,0.548089
0.447,0.111385,-0.0246543,0.142282
0.448,0.0576498,0.304317,0.137458
0.449,-0.0283958,0.290493,0.0707444
0.45,-0.269867,0.552558,0.139042
0.451,-0.320947,-0.0733406,-0.192968
0.452,-0.23745,-0.830902,0.0542513
0.453,0.0271442,-0.487838,0.328265
0.454,0.0758387,-0.0274894,0.177062
0.455,0.0317869,0.231354,0.096491
0.456,-0.131623,0.573738,0.191368
0.457,-0.132689,0.163544,-0.0352127
0.458,-0.351974,-0.290905,-0.241545
0.459,-0.289653,-1.05594,0.268755
0.46,0.0810479,-0.277698,0.237056
0.461,0.0839633,0.121507,0.139247
0.462,-0.00371119,0.42091,0.148216
0.463,-0.213274,0.698813,0.265878
0.464,-0.164965,0.0817709,-0.078979
0.465,-0.506379,-0.504837,-0.318456
0.466,-0.16099,-0.937777,0.475345
0.467,0.101818,-0.114795,0.193946
0.468,0.0620557,0.208406,0.121
0.469,-0.0635504,0.520762,0.178208
0.47,-0.210949,0.488829,0.109626
0.471,-0.503332,0.338802,-0.0607963
0.472,-0.0904094,-0.446588,-0.0249288
0.473,0.0233214,-0.508009,0.297759
0.474,0.0756268,-0.0686691,0.195025
0.475,0.0429781,0.297916,0.125152
0.476,-0.129909,0.645969,0.245171
0.477,-0.293174,0.481816,0.0829731
0.478,-0.402224,-0.161573,-0.247527
0.479,-0.0732064,-0.591263,0.0913395
0.48,-0.0188425,-0.541985,0.453928
0.481,0.0947684,0.135825,0.109821
0.482,0.00225313,0.48602,0.186276
0.483,-0.0795839,0.322487,0.0590037
0.484,-0.345201,0.401123,0.0160789
0.485,-0.116921,-0.269066,-0.0945002
0.486,-0.138597,-0.866176,0.33532
0.487,0.101337,-0.161868,0.172278
0.488,0.0673039,0.119688,0.126049
0.489,-0.0365808,0.533967,0.198664
0.49,-0.0868377,0.26001,0.0260579
0.491,-0.14402,0.024288,-0.0853763
0.492,-0.237829,-0.586478,-0.114744
0.493,-0.039921,-0.680672,0.359376
0.494,0.0509917,-0.203335,0.264264
0.495,0.0598741,0.272955,0.130764
0.496,-0.0837334,0.572507,0.205874
0.497,-0.207617,0.414544,0.0627439
0.498,-0.511191,0.197959,-0.145931
0.499,-0.214638,-0.81466,0.0725276
0.5,0.00470055,-0.53864,0.387157
0.501,0.102604,0.0550722,0.155992
0.502,0.0307849,0.362719,0.140785
0.503,-0.123421,0.570246,0.191894
0.504,-0.132276,0.176611,-0.0299546
0.505,-0.515521,-0.0713639,-0.265077
0.506,-0.0482367,-0.544432,0.0954436
0.507,0.0381094,-0.388475,0.340128
0.508,0.0977667,0.184849,0.139783
0.509,0.00208507,0.353654,0.118498
0.51,-0.134707,0.451352,0.109278
0.511,-0.452268,0.578357,0.121223
0.512,-0.159424,-0.387277,-0.110296
0.513,-0.0782933,-0.759606,0.342654
0.514,0.00982557,-0.3492,0.362392
0.515,0.0655572,0.144596,0.122148
0.516,-0.0219097,0.388922,0.121741
0.517,-0.170383,0.45213,0.0979023
0.518,-0.397855,0.233538,-0.0969375
0.519,-0.090743,-0.384014,-0.0483527
0.52,-0.010898,-0.606881,0.342777
0.521,0.0690349,-0.122959,0.220152
0.522,0.0452362,0.184459,0.101692
0.523,-0.100096,0.577706,0.204067
0.524,-0.124516,0.210754,-0.0125654
0.525,-0.501513,0.0716143,-0.205476
0.526,-0.236074,-0.897572,0.132903
0.527,0.0745232,-0.235391,0.12357
0.528,0.0880304,0.0560136,0.15385
0.529,0.0161487,0.407909,0.152553
0.53,-0.0852293,0.3737,0.0831339
0.531,-0.306589,0.372007,0.00786346
0.532,-0.401996,-0.385514,-0.269535
0.533,-0.1213,-0.82713,0.30958
0.534,0.0675506,-0.273819,0.276094
0.535,0.0846037,0.192475,0.136525
0.536,-0.023248,0.475525,0.168772
0.537,-0.165621,0.489567,0.123598
0.538,-0.436541,0.413757,0.00311045
0.539,-0.203948,-0.555989,-0.0959989
0.54,-0.0458812,-0.695756,0.374561
0.541,0.109826,-0.0422692,0.139477
0.542,0.0524434,0.190089,0.109918
0.543,-0.0832595,0.557732,0.195815
0.544,-0.271892,0.568648,0.150464
0.545,-0.28093,-0.0829322,-0.177622
0.546,-0.407699,-0.968005,-0.0366173
0.547,-0.0832671,-0.73191,0.557022
0.548,0.107437,0.0760779,0.123457
0.549,0.0304773,0.40017,0.15685
0.55,-0.102799,0.499095,0.150772
0.551,-0.30687,0.462374,0.0662204
0.552,-0.285262,-0.262773,-0.204577
0.553,-0.230258,-0.959749,0.238847
0.554,0.019426,-0.4431,0.378245
0.555,0.0892063,0.106088,0.144255
0.556,-0.00559623,0.504406,0.192694
0.557,-0.0709387,0.284614,0.0449139
0.558,-0.343498,0.36646,-0.00543819
0.559,-0.330294,-0.482144,-0.217855
0.56,-0.112739,-0.82436,0.343661
0.561,0.103138,-0.14862,0.17675
0.562,0.0864425,0.260248,0.139058
0.563,-0.0467354,0.572181,0.219496
0.564,-0.24742,0.700805,0.260087
0.565,-0.328367,0.154992,-0.114674
0.566,-0.406976,-0.706084,-0.20639
0.567,0.035717,-0.389899,0.139971
0.568,0.106897,-0.0492123,0.174998
0.569,0.0466964,0.169583,0.102002
0.57,-0.0975476,0.606141,0.225751
0.571,-0.1855,0.351496,0.0328331
0.572,-0.203696,-0.121469,-0.146383
0.573,-0.206241,-0.810398,0.0814615
0.574,-0.0176619,-0.586924,0.436099
0.575,0.0757139,-0.0230694,0.175153
0.576,0.0307937,0.231137,0.0954795
0.577,-0.155251,0.659438,0.248592
0.578,-0.198257,0.232424,-0.0330798
0.579,-0.346356,-0.349286,-0.239893
0.58,-0.260268,-1.04435,0.325578
0.581,0.0533203,-0.330117,0.307659
0.582,0.0837822,0.144776,0.136922
0.583,-0.0240975,0.534948,0.203608
0.584,-0.180705,0.557513,0.165783
0.585,-0.467393,0.546584,0.0936093
0.586,-0.475171,-0.559596,-0.2943
0.587,0.00840495,-0.503352,0.186768
0.588,0.0316068,-0.266557,0.305489
0.589,0.0703649,0.316648,0.142668
0.59,-0.0424927,0.41417,0.12475
0.591,-0.242302,0.554542,0.147265
0.592,-0.434629,0.189145,-0.130438
0.593,-0.331761,-0.82459,-0.0703078
0.594,0.0310234,-0.4812,0.263915
0.595,0.0394021,-0.15711,0.235941
0.596,0.0407714,0.213883,0.101462
0.597,-0.128288,0.645085,0.245226
0.598,-0.276256,0.44959,0.0655323
0.599,-0.360403,-0.214978,-0.238313
0.6,-0.172115,-0.841735,0.185435
0.601,-0.0202302,-0.545708,0.456599
0.602,0.0987952,0.145618,0.11788
0.603,0.00852373,0.371788,0.130901
0.604,-0.180001,0.62729,0.217481
0.605,-0.27947,0.249361,-0.0531282
0.606,-0.475397,-0.452744,-0.305797
0.607,-0.061996,-0.71353,0.298152
0.608,0.0258982,-0.319845,0.336451
0.609,0.0729436,0.206624,0.129714
0.61,-0.0379456,0.475866,0.162298
0.611,-0.26602,0.701577,0.256796
0.612,-0.295152,0.0552837,-0.14319
0.613,-0.332445,-0.783908,-0.0993712
0.614,0.0462898,-0.384709,0.16577
0.615,0.077365,-0.0780188,0.199325
0.616,0.0448685,0.362879,0.142576
0.617,-0.0842179,0.47724,0.143851
0.618,-0.286904,0.493745,0.0928051
0.619,-0.389907,-0.137917,-0.237305
0.62,-0.106912,-0.664907,0.10064
0.621,-0.00452711,-0.523218,0.423954
0.622,0.0945813,0.0851604,0.149784
0.623,0.0145869,0.411174,0.153275
0.624,-0.082655,0.359922,0.076867
0.625,-0.41287,0.600056,0.145553
0.626,-0.384895,-0.414341,-0.259128
